StockCode,Description,ABC_Class,XYZ_Class,ABC_XYZ,Daily_Demand,Avg_Price,Annual_Demand,EOQ,Safety_Stock,Reorder_Point,Max_Stock,Holding_Cost,Product_Lifespan_Days,DeadStock_Score,DeadStock_Risk,Days_Since_Last_Sale,Num_Transactions,Total_Revenue
22770,MIRROR CORNICE,B,Y,BY,0.16556291390728478,14.915079365079364,60.43046357615894,45.0,5.0,6.0,51.0,2.983015873015873,419,41.7,Medium,4,63,1477.3999999999999
22262,FELT EGG COSY CHICKEN,B,Z,BZ,2.870860927152318,0.8578787878787878,1047.864238410596,781.0,40.0,60.0,841.0,0.17157575757575758,723,41.9,Medium,2,185,1477.02
21448,12 DAISY PEGS IN WOOD BOX,B,Y,BY,1.4817880794701987,1.6500000000000001,540.8526490066225,405.0,21.0,31.0,436.0,0.33000000000000007,684,44.5,Medium,54,178,1476.75
22804,PINK HANGING HEART T-LIGHT HOLDER,B,Z,BZ,1.3625827814569536,3.186060606060606,497.342715231788,279.0,206.0,216.0,495.0,0.6372121212121212,56,36.4,Medium,1,66,1476.13
21162,TOXIC AREA  DOOR HANGER ,B,Z,BZ,3.8493377483443707,0.9431535269709543,1405.0082781456954,863.0,114.0,141.0,1004.0,0.18863070539419088,738,51.5,Medium,0,239,1475.9499999999998
72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,B,Z,BZ,6.124172185430464,0.4163636363636363,2235.322847682119,1638.0,130.0,173.0,1811.0,0.08327272727272728,349,62.9,High,389,193,1470.42
23394,POSTE FRANCE CUSHION COVER,B,Y,BY,0.6490066225165563,3.75,236.88741721854305,178.0,12.0,17.0,195.0,0.75,96,20.9,Low,0,119,1470.0
21541,DINOSAURS WATER TRANSFER TATTOOS ,B,Z,BZ,2.9503311258278146,0.845973154362416,1076.8708609271523,798.0,77.0,98.0,896.0,0.1691946308724832,349,64.7,High,388,147,1469.8999999999999
21384,IVORY HANGING DECORATION  BUTTERFLY,B,Y,BY,2.869205298013245,0.8477391304347826,1047.2599337748345,786.0,48.0,68.0,854.0,0.1695478260869565,169,65.5,High,568,113,1466.81
21294,ETCHED GLASS COASTER,B,Z,BZ,3.5264900662251657,0.8783050847457627,1287.1688741721855,856.0,114.0,139.0,995.0,0.17566101694915257,683,49.4,Medium,53,116,1465.3799999999999
21785,RAIN PONCHO ,B,Z,BZ,3.2649006622516556,0.8322784810126582,1191.6887417218543,846.0,230.0,253.0,1099.0,0.16645569620253164,438,68.2,High,296,78,1465.1999999999998
84789,ENCHANTED BIRD PLANT CAGE,B,Z,BZ,0.7152317880794702,3.6714285714285713,261.0596026490066,189.0,24.0,29.0,218.0,0.7342857142857143,592,53.9,Medium,140,112,1464.0
22929,SCHOOL DESK AND CHAIR ,B,Y,BY,0.0380794701986755,64.17058823529412,13.899006622516556,10.0,3.0,3.0,13.0,12.834117647058825,337,45.4,Medium,43,17,1459.75
84795A,PASTEL STRIPE HAMMOCK ,B,Z,BZ,0.3211920529801324,7.844736842105264,117.23509933774834,86.0,18.0,20.0,106.0,1.5689473684210529,242,72.9,High,491,56,1458.3000000000002
22517,CHILDS GARDEN RAKE PINK,B,Z,BZ,1.2781456953642385,2.0757600000000003,466.52317880794703,335.0,68.0,77.0,412.0,0.4151520000000001,620,52.9,Medium,2,125,1458.18
85016,SET OF 6 VINTAGE NOTELETS KIT,B,Z,BZ,2.4006622516556293,2.142857142857143,876.2417218543047,452.0,212.0,229.0,681.0,0.4285714285714286,539,64.5,High,192,70,1457.3999999999999
85185B,PINK HORSE SOCK PUPPET,B,Z,BZ,0.8344370860927153,2.93796992481203,304.5695364238411,228.0,18.0,24.0,252.0,0.587593984962406,648,48.3,Medium,88,131,1455.6000000000001
21205,MULTICOLOUR 3D BALLS GARLAND,B,Z,BZ,0.9867549668874173,2.538157894736842,360.1655629139073,266.0,35.0,42.0,308.0,0.5076315789473684,731,47.4,Medium,6,109,1455.0
22802,FAUX FUR CHOCOLATE THROW,B,Y,BY,0.1423841059602649,18.515217391304347,51.97019867549669,37.0,7.0,8.0,45.0,3.7030434782608697,405,43.2,Medium,2,46,1454.7
21146,ANTIQUE GLASS RIDGED HANGING BALL,B,Z,BZ,1.283112582781457,1.9384615384615385,468.33609271523176,348.0,78.0,87.0,435.0,0.3876923076923077,335,69.0,High,402,52,1453.6499999999999
21251,DINOSAUR HEIGHT CHART STICKER SET,B,Z,BZ,0.9039735099337748,2.9334313725490198,329.9503311258278,237.0,52.0,58.0,295.0,0.5866862745098039,724,52.6,Medium,13,102,1453.5000000000002
22975,SPACEBOY CHILDRENS EGG CUP,B,Y,BY,1.913907284768212,1.2743624161073825,698.5761589403974,524.0,29.0,42.0,566.0,0.25487248322147654,378,37.8,Medium,1,147,1453.47
84472,PINK AND LILAC QUILTED THROW ,B,Y,BY,0.054635761589403975,44.272000000000006,19.942052980132452,15.0,4.0,4.0,19.0,8.854400000000002,162,75.8,Critical,576,25,1450.4
21972,SET OF 36 DINOSAUR PAPER DOILIES,B,Z,BZ,1.6556291390728477,1.45,604.3046357615895,456.0,36.0,48.0,504.0,0.29,728,44.0,Medium,9,133,1450.0
23391, I LOVE LONDON MINI BACKPACK,B,Z,BZ,0.5943708609271523,4.138405797101449,216.94536423841058,162.0,40.0,44.0,206.0,0.82768115942029,89,36.5,Medium,1,68,1449.8500000000001
21925,UNION STRIPE CUSHION COVER ,B,Y,BY,1.9503311258278146,1.246346153846154,711.8708609271523,534.0,31.0,45.0,579.0,0.2492692307692308,605,41.2,Medium,2,154,1449.7
22449,SILK PURSE RUSSIAN DOLL PINK,B,Z,BZ,0.7400662251655629,3.3398734177215195,270.12417218543044,201.0,40.0,45.0,246.0,0.6679746835443039,156,69.6,High,476,77,1449.45
23287,RED VINTAGE SPOT BEAKER,B,Z,BZ,2.937086092715232,0.845608108108108,1072.0364238410596,796.0,81.0,102.0,898.0,0.16912162162162162,176,33.8,Medium,3,146,1445.5
22986,GINGHAM ROSE WRAP,B,Z,BZ,5.819536423841059,0.41933884297520657,2124.130794701987,1591.0,150.0,191.0,1782.0,0.08386776859504132,286,49.7,Medium,172,121,1444.3
84619,BLUE GINGHAM ROSE QUILT ,B,Y,BY,0.11423841059602649,33.18076923076923,41.69701986754967,25.0,9.0,10.0,35.0,6.636153846153846,91,78.5,Critical,646,26,1444.15
21542,WOODLAND WATER TRANSFER TATTOOS ,B,Z,BZ,2.8940397350993377,0.8472602739726027,1056.3245033112582,790.0,76.0,96.0,886.0,0.16945205479452055,311,65.8,High,424,145,1443.3999999999999
21332,MOROCCAN BEATEN METAL MIRROR,B,Z,BZ,0.4337748344370861,9.473809523809523,158.32781456953643,91.0,33.0,36.0,127.0,1.8947619047619046,620,53.5,Medium,115,42,1442.9
23462,ROCOCO WALL MIRROR WHITE,B,Y,BY,0.12417218543046357,19.740697674418605,45.3228476821192,34.0,6.0,7.0,41.0,3.948139534883721,50,27.8,Low,0,43,1442.25
85177,BASKET OF FLOWERS SEWING KIT,B,Z,BZ,2.922185430463576,0.8620535714285714,1066.5976821192053,787.0,134.0,154.0,941.0,0.1724107142857143,734,50.1,Medium,3,112,1442.11
22450,SILK PURSE BABUSHKA BLUE,B,Y,BY,0.7135761589403974,3.3461165048543693,260.45529801324506,197.0,17.0,22.0,219.0,0.6692233009708739,474,42.4,Medium,10,101,1441.45
22183,CAKE STAND VICTORIAN FILIGREE MED,B,Z,BZ,0.46688741721854304,6.283333333333334,170.41390728476821,116.0,24.0,27.0,143.0,1.2566666666666668,711,47.9,Medium,26,63,1438.05
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,B,Z,BZ,0.4718543046357616,5.891525423728814,172.226821192053,121.0,69.0,72.0,193.0,1.178305084745763,171,87.4,Critical,566,56,1437.75
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,B,Y,BY,0.7582781456953642,3.987037037037037,276.77152317880797,186.0,19.0,24.0,210.0,0.7974074074074075,736,43.0,Medium,1,81,1435.1000000000001
44230,SQUARE MIRROR CURTAIN,B,Z,BZ,0.34271523178807944,7.6247727272727275,125.091059602649,91.0,25.0,27.0,118.0,1.5249545454545457,314,70.8,High,424,44,1434.18
21446,12 RED ROSE PEG PLACE SETTINGS,B,Z,BZ,1.9105960264900663,1.246,697.3675496688742,529.0,36.0,49.0,578.0,0.2492,736,44.0,Medium,0,182,1433.38
ADJUST,Adjustment by john on 26/01/2010 17,B,X,BX,0.023178807947019868,102.22214285714287,8.460264900662251,6.0,0.0,0.0,6.0,20.444428571428574,1,49.9,Medium,681,14,1431.1100000000001
21869,POTTING SHED COFFEE MUG,B,Z,BZ,2.0612582781456954,1.2116346153846154,752.3592715231788,557.0,103.0,117.0,674.0,0.24232692307692308,174,75.1,Critical,564,103,1430.85
90062,CARNIVAL BRACELET,B,Y,BY,0.1870860927152318,12.487179487179487,68.2864238410596,52.0,10.0,11.0,63.0,2.4974358974358974,496,58.4,High,242,38,1430.5
21066,VINTAGE RED MUG,B,Z,BZ,3.73841059602649,1.0464545454545455,1364.5198675496688,807.0,226.0,252.0,1059.0,0.2092909090909091,730,54.2,Medium,8,110,1429.96
23267,SET OF 4 SANTA PLACE SETTINGS,B,Z,BZ,1.9172185430463575,1.2477659574468085,699.7847682119206,530.0,54.0,67.0,597.0,0.24955319148936173,169,35.9,Medium,0,91,1427.34
22052,VINTAGE CARAVAN GIFT WRAP,B,Y,BY,5.7052980132450335,0.4180645161290322,2082.4337748344374,1578.0,77.0,117.0,1695.0,0.08361290322580645,585,48.9,Medium,150,124,1427.32
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,B,Z,BZ,3.043046357615894,0.8349612403100775,1110.7119205298013,816.0,128.0,149.0,965.0,0.1669922480620155,214,41.6,Medium,0,128,1427.16
22546,MINI JIGSAW PURDEY,B,Z,BZ,6.021523178807947,0.4095238095238095,2197.8559602649007,1638.0,291.0,333.0,1971.0,0.08190476190476191,610,51.2,Medium,0,125,1425.19
21634,ASSORTED MINI MADRAS NOTEBOOK,B,Z,BZ,2.8443708609271523,0.9340816326530613,1038.1953642384105,745.0,187.0,207.0,952.0,0.18681632653061228,681,49.8,Medium,53,49,1425.1
21382,SET/4 SPRING FLOWER DECORATION,B,Z,BZ,1.8741721854304636,1.8978260869565218,684.0728476821192,425.0,69.0,82.0,507.0,0.3795652173913044,564,47.1,Medium,8,114,1423.2
79323B,BLACK CHERRY LIGHTS,B,Z,BZ,0.3824503311258278,6.614583333333333,139.59437086092714,103.0,27.0,30.0,133.0,1.3229166666666667,437,64.4,High,300,48,1421.45
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,B,Z,BZ,6.33112582781457,0.82575,2310.860927152318,1183.0,2277.0,2321.0,3504.0,0.16515000000000002,528,70.8,High,204,38,1421.24
22157,ANGEL DECORATION WITH LACE PADDED,B,Y,BY,2.7665562913907285,0.85,1009.7930463576159,771.0,56.0,75.0,846.0,0.17,638,48.3,Medium,99,112,1420.35
22261,FELT EGG COSY WHITE RABBIT ,B,Z,BZ,2.902317880794702,0.8677639751552796,1059.3460264900664,781.0,155.0,175.0,956.0,0.17355279503105592,701,55.8,High,3,150,1412.57
21631,HIPPY CHIC DECORATIVE PARASOL,B,Z,BZ,0.34105960264900664,10.654761904761905,124.48675496688743,76.0,26.0,28.0,104.0,2.130952380952381,709,48.1,Medium,21,42,1412.1000000000001
40001,WHITE BAMBOO RIBS LAMPSHADE,B,Z,BZ,3.2152317880794703,0.8118181818181818,1173.5596026490066,850.0,172.0,195.0,1045.0,0.16236363636363638,618,48.6,Medium,31,66,1411.3
21356,TOAST ITS - FAIRY FLOWER,B,Z,BZ,1.900662251655629,1.227967032967033,693.7417218543046,531.0,29.0,42.0,573.0,0.2455934065934066,735,42.4,Medium,3,177,1410.95
21986,PACK OF 12 PINK POLKADOT TISSUES,B,Z,BZ,8.198675496688741,0.3251121076233184,2992.5165562913908,2145.0,385.0,442.0,2587.0,0.06502242152466368,442,49.9,Medium,0,221,1410.2199999999998
48195,DOOR MAT GREEN PAISLEY ,B,Z,BZ,0.41887417218543044,7.126301369863014,152.88907284768212,104.0,61.0,64.0,168.0,1.4252602739726028,185,85.3,Critical,553,73,1409.11
22137,BATHROOM SET LOVE HEART DESIGN,B,Z,BZ,0.9652317880794702,2.9145161290322585,352.3096026490066,246.0,335.0,342.0,588.0,0.5829032258064517,603,66.1,High,120,31,1407.85
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,B,Z,BZ,4.03476821192053,0.7215853658536585,1472.6903973509934,1010.0,192.0,220.0,1230.0,0.1443170731707317,729,47.7,Medium,2,82,1407.1299999999999
84006,MAGIC TREE -PAPER FLOWERS,B,Z,BZ,2.7400662251655628,0.85,1000.1241721854304,767.0,59.0,78.0,845.0,0.17,737,43.8,Medium,0,142,1406.75
22608,PENS ASSORTED FUNKY JEWELED ,B,Z,BZ,8.94205298013245,0.3,3263.849337748344,2332.0,338.0,401.0,2733.0,0.06,650,46.3,Medium,1,98,1406.29
84968E,SET OF 16 VINTAGE BLACK CUTLERY,B,Z,BZ,0.19205298013245034,12.996,70.09933774834437,52.0,24.0,25.0,77.0,2.5992,476,49.5,Medium,1,35,1404.81
21495,SKULLS WRAP,B,Y,BY,5.546357615894039,0.41851851851851846,2024.4205298013244,1555.0,92.0,131.0,1686.0,0.0837037037037037,179,66.0,High,559,108,1403.0
22676,FRENCH BLUE METAL DOOR SIGN 1,B,Z,BZ,1.8526490066225165,1.2731818181818182,676.2168874172186,515.0,39.0,52.0,567.0,0.25463636363636366,389,40.5,Medium,6,154,1402.39
21818,GLITTER CHRISTMAS HEART ,B,Z,BZ,2.7649006622516556,0.849103448275862,1009.1887417218543,771.0,71.0,90.0,861.0,0.1698206896551724,386,63.7,High,352,132,1400.78
21894,POTTING SHED SEED ENVELOPES,B,Z,BZ,1.8940397350993377,1.2766666666666668,691.3245033112582,520.0,45.0,58.0,578.0,0.25533333333333336,728,45.1,Medium,0,151,1400.13
85194L,HANGING SPRING FLOWER EGG LARGE,B,Z,BZ,2.8360927152317883,0.8464220183486237,1035.1738410596026,782.0,103.0,123.0,905.0,0.16928440366972475,716,47.8,Medium,16,109,1399.8899999999999
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,B,Z,BZ,4.711920529801325,0.618061224489796,1719.8509933774835,1180.0,70.0,103.0,1283.0,0.12361224489795919,586,41.4,Medium,11,191,1396.61
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,B,Z,BZ,3.562913907284768,0.6494505494505495,1300.4635761589404,1001.0,128.0,153.0,1154.0,0.1298901098901099,78,26.4,Low,0,178,1396.4
22293,"SPRING DEC , HANGING CHICK  GREEN",B,Z,BZ,1.7996688741721854,1.4417808219178083,656.8791390728477,477.0,153.0,166.0,643.0,0.28835616438356165,338,75.1,Critical,392,71,1396.1499999999999
22333,RETRO SPOT PARTY BAG + STICKER SET,B,Z,BZ,1.544701986754967,1.6370967741935485,563.816225165563,415.0,522.0,533.0,948.0,0.3274193548387097,40,70.4,High,432,31,1395.45
22071,SMALL RETRO SPOT MUG IN BOX  WHITE,B,Z,BZ,0.6274834437086093,3.7454430379746833,229.0314569536424,175.0,35.0,39.0,214.0,0.7490886075949367,129,75.8,Critical,609,77,1395.33
15058A,BLUE WHITE SPOTS GARDEN PARASOL,B,Y,BY,0.44867549668874174,6.621428571428572,163.76655629139074,111.0,18.0,21.0,132.0,1.3242857142857145,210,68.9,High,474,55,1394.45
84795D,SEASIDE STRIPE HAMMOCK,B,Y,BY,0.29635761589403975,7.9089041095890416,108.1705298013245,83.0,10.0,12.0,95.0,1.5817808219178084,242,70.0,High,493,73,1387.05
22343,PARTY PIZZA DISH RED RETROSPOT,B,Z,BZ,4.1490066225165565,0.6742201834862385,1514.387417218543,1060.0,134.0,163.0,1223.0,0.1348440366972477,611,45.3,Medium,0,109,1380.94
21662,VINTAGE GLASS COFFEE CADDY,B,Z,BZ,0.39403973509933776,5.931012658227848,143.8245033112583,110.0,24.0,27.0,137.0,1.1862025316455698,620,56.5,High,115,78,1380.1000000000001
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,B,Z,BZ,1.3228476821192052,1.966451612903226,482.8394039735099,350.0,107.0,116.0,466.0,0.3932903225806452,372,71.3,High,366,62,1378.32
22390,PAPERWEIGHT CHILDHOOD MEMORIES,B,Z,BZ,1.3162251655629138,2.3650684931506847,480.4221854304635,319.0,84.0,93.0,412.0,0.473013698630137,623,49.3,Medium,0,73,1378.22
85180A,RED HEARTS LIGHT CHAIN ,B,Z,BZ,0.9155629139072847,3.731194029850746,334.1804635761589,212.0,41.0,47.0,259.0,0.7462388059701492,733,46.0,Medium,3,66,1377.53
84843,WHITE SOAP RACK WITH 2 BOTTLES,B,Z,BZ,0.40894039735099336,5.905172413793103,149.26324503311258,112.0,21.0,24.0,136.0,1.1810344827586208,696,48.7,Medium,1,86,1376.05
22599,CHRISTMAS MUSICAL ZINC STAR,B,Z,BZ,4.241721854304636,0.6460902255639097,1548.228476821192,1095.0,110.0,140.0,1235.0,0.12921804511278195,502,43.4,Medium,0,131,1374.74
22316,200 BENDY SKULL STRAWS,B,Z,BZ,2.0264900662251657,1.232,739.6688741721855,548.0,143.0,157.0,705.0,0.2464,728,54.3,Medium,2,95,1370.4
21282,NATURAL BARK CANDLE LARGE,B,Z,BZ,0.5579470198675497,4.2076271186440675,203.65066225165563,156.0,30.0,34.0,190.0,0.8415254237288136,347,67.9,High,390,59,1369.25
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,B,Z,BZ,2.6456953642384105,1.5675999999999999,965.6788079470198,555.0,402.0,421.0,976.0,0.31352,692,60.5,High,46,50,1368.54
20665,RED RETROSPOT PURSE ,B,Y,BY,0.7731788079470199,2.941919191919192,282.21026490066225,219.0,12.0,17.0,236.0,0.5883838383838385,392,41.6,Medium,49,99,1368.0500000000002
84919,BLUE CUSHION COVER WITH FLOWER,B,Z,BZ,0.4205298013245033,6.63421052631579,153.4933774834437,108.0,162.0,165.0,273.0,1.326842105263158,464,68.6,High,183,19,1365.3
23546,WRAP PAISLEY PARK ,B,X,BX,5.380794701986755,0.42,1963.9900662251655,1529.0,30.0,68.0,1597.0,0.084,143,24.8,Low,0,120,1365.0
84665,SQUARE CHERRY BLOSSOM CABINET,B,Y,BY,0.3741721854304636,6.375531914893617,136.5728476821192,103.0,19.0,22.0,125.0,1.2751063829787235,700,46.3,Medium,30,47,1364.7
23348,CHILDRENS TOY COOKING UTENSIL SET,B,Z,BZ,1.119205298013245,2.0706451612903227,408.5099337748344,314.0,29.0,37.0,351.0,0.4141290322580646,89,21.4,Low,16,122,1363.16
84965B,BLUE KASHMIRI COFFEE TABLE ,B,Z,BZ,0.04470198675496689,62.4875,16.316225165562912,11.0,30.0,30.0,41.0,12.4975,254,70.6,High,401,4,1359.95
84819,DANISH ROSE ROUND SEWING BOX,B,Z,BZ,1.5016556291390728,2.9108510638297873,548.1043046357615,307.0,76.0,87.0,394.0,0.5821702127659575,733,49.4,Medium,0,94,1359.79
22976,CIRCUS PARADE CHILDRENS EGG CUP ,B,Y,BY,1.7930463576158941,1.260168067226891,654.4619205298013,510.0,29.0,42.0,552.0,0.25203361344537817,380,38.5,Medium,0,118,1358.59
85167B,BLACK GRAND BAROQUE PHOTO FRAME,B,Z,BZ,1.1324503311258278,3.611132075471698,413.34437086092714,239.0,110.0,118.0,357.0,0.7222264150943396,479,65.6,High,245,52,1358.4
21532,DAIRY MAID SUGAR JAM BOWL,B,Z,BZ,2.271523178807947,2.082692307692308,829.1059602649005,446.0,556.0,572.0,1018.0,0.4165384615384616,314,80.6,Critical,424,76,1358.3999999999999
20768,GREEN FERN JOURNAL ,B,Z,BZ,1.1622516556291391,2.468034188034188,424.22185430463577,293.0,57.0,65.0,358.0,0.49360683760683766,736,51.5,Medium,2,117,1357.81
23086,ZINC  STAR T-LIGHT HOLDER ,B,Z,BZ,1.9586092715231789,1.232,714.8923841059603,539.0,239.0,253.0,792.0,0.2464,203,47.5,Medium,4,35,1357.79
22050,PINK PAISLEY ROSE GIFT WRAP,B,Y,BY,5.4635761589403975,0.4186086956521739,1994.205298013245,1543.0,101.0,139.0,1682.0,0.08372173913043479,732,42.4,Medium,3,115,1354.0
22093,MOTORING TISSUE BOX,B,Z,BZ,3.8327814569536423,0.7906799999999999,1398.9652317880793,941.0,110.0,137.0,1078.0,0.158136,736,51.5,Medium,2,247,1353.21
16161U,"WRAP,SUKI AND FRIENDS",B,Z,BZ,5.504966887417218,0.41706422018348627,2009.3129139072846,1552.0,161.0,200.0,1752.0,0.08341284403669726,212,69.3,High,526,109,1352.5
21278,VINTAGE KITCHEN PRINT PUDDINGS,B,Z,BZ,4.461920529801325,2.484285714285714,1628.6009933774835,573.0,876.0,907.0,1480.0,0.49685714285714283,582,66.3,High,146,70,1352.25
22912,YELLOW COAT RACK PARIS FASHION,B,Z,BZ,0.4900662251655629,4.934040404040404,178.87417218543047,135.0,32.0,35.0,170.0,0.9868080808080809,375,51.5,Medium,10,98,1351.44
23414,ZINC BOX SIGN HOME,B,Y,BY,0.23013245033112584,9.90290322580645,83.99834437086093,65.0,9.0,11.0,76.0,1.98058064516129,87,32.4,Medium,8,62,1348.01
20766,GARDEN PATH SKETCHBOOK,B,Z,BZ,0.7864238410596026,3.6837600000000004,287.04470198675494,197.0,41.0,47.0,244.0,0.7367520000000001,731,53.3,Medium,4,123,1345.98
22719,GUMBALL MONOCHROME COAT RACK,B,Z,BZ,1.978476821192053,1.210566037735849,722.1440397350993,546.0,61.0,75.0,621.0,0.2421132075471698,353,55.8,High,225,105,1345.55
23334,IVORY WICKER HEART SMALL,B,Z,BZ,3.566225165562914,0.6284158415841584,1301.6721854304635,1018.0,102.0,127.0,1145.0,0.12568316831683168,123,31.8,Medium,0,95,1345.5
21279,VINTAGE KITCHEN PRINT FRUITS,B,Z,BZ,5.746688741721854,2.4678571428571425,2097.541390728477,652.0,1331.0,1371.0,2023.0,0.49357142857142855,732,58.7,High,4,56,1343.85
22396,MAGNETS PACK OF 4 RETRO PHOTO,B,Z,BZ,3.0298013245033113,0.8328749999999999,1105.8774834437086,815.0,105.0,126.0,941.0,0.166575,620,49.1,Medium,3,159,1342.94
22559,SEASIDE FLYING DISC,B,Z,BZ,1.8327814569536425,1.2832478632478632,668.9652317880794,511.0,53.0,66.0,577.0,0.25664957264957267,596,44.9,Medium,3,115,1340.85
21579,LOLITA  DESIGN  COTTON TOTE BAG,B,Z,BZ,1.5877483443708609,2.143478260869565,579.5281456953642,368.0,116.0,127.0,495.0,0.42869565217391303,736,54.7,Medium,3,91,1340.15
21426,WOODLAND STORAGE BOX SMALL,B,Z,BZ,1.5927152317880795,1.9141509433962265,581.341059602649,390.0,163.0,174.0,564.0,0.38283018867924534,729,52.8,Medium,9,51,1338.6000000000001
21675,BUTTERFLIES STICKERS,B,Y,BY,2.6009933774834435,0.8782608695652174,949.3625827814569,735.0,25.0,43.0,778.0,0.1756521739130435,728,39.6,Medium,3,160,1336.9099999999999
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,B,Z,BZ,3.044701986754967,1.1821428571428574,1111.3162251655629,686.0,111.0,132.0,818.0,0.2364285714285715,736,48.4,Medium,3,124,1336.41
21991,BOHEMIAN COLLAGE STATIONERY SET,B,Z,BZ,1.4470198675496688,1.798273381294964,528.1622516556291,383.0,59.0,69.0,452.0,0.35965467625899283,732,50.5,Medium,1,137,1333.98
21576,LETS GO SHOPPING COTTON TOTE BAG,B,Y,BY,0.9950331125827815,2.270137931034483,363.1870860927152,283.0,12.0,19.0,302.0,0.4540275862068966,737,40.7,Medium,1,144,1333.67
21910,WAY OUT METAL SIGN ,B,Z,BZ,1.7119205298013245,1.637128712871287,624.8509933774834,437.0,174.0,186.0,623.0,0.32742574257425744,441,73.1,High,295,101,1331.7
23104,IVORY CAFE HANGING LAMP ,B,Z,BZ,0.18874172185430463,12.304651162790698,68.8907284768212,53.0,17.0,18.0,71.0,2.4609302325581397,203,45.7,Medium,1,43,1330.5
22099,CARAVAN SQUARE TISSUE BOX,B,Z,BZ,3.3427152317880795,0.8650224215246637,1220.091059602649,840.0,113.0,136.0,976.0,0.17300448430493276,735,53.2,Medium,0,214,1329.17
23250,VINTAGE RED TRIM ENAMEL BOWL ,B,Y,BY,1.7864238410596027,1.2475862068965518,652.044701986755,511.0,51.0,64.0,575.0,0.24951724137931036,178,36.5,Medium,0,87,1328.59
21561,DINOSAUR LUNCHBOX WITH CUTLERY,B,Z,BZ,0.9006622516556292,2.536363636363636,328.74172185430467,255.0,38.0,44.0,299.0,0.5072727272727272,196,73.1,High,542,99,1327.8
22597,CHRISTMAS MUSICAL ZINC HEART ,B,Z,BZ,2.7864238410596025,0.8361702127659574,1017.044701986755,780.0,101.0,121.0,901.0,0.1672340425531915,142,57.3,High,360,92,1327.59
23232,WRAP VINTAGE PETALS  DESIGN,B,Y,BY,5.422185430463577,0.4176923076923077,1979.0976821192055,1539.0,130.0,168.0,1707.0,0.08353846153846155,189,43.5,Medium,137,104,1327.5
20752,RETRO BLUE SPOTTY WASHING UP GLOVES,B,Z,BZ,1.400662251655629,2.045175438596491,511.2417218543046,354.0,94.0,104.0,458.0,0.40903508771929825,294,78.3,Critical,444,114,1326.6000000000001
22317,FIVE CATS HANGING DECORATION,B,Y,BY,0.7450331125827815,2.996185567010309,271.9370860927152,213.0,13.0,18.0,231.0,0.5992371134020619,725,42.1,Medium,10,96,1324.0200000000002
23470,CARD HOLDER LOVE BIRD LARGE ,B,Z,BZ,0.36423841059602646,6.2156,132.94701986754967,103.0,19.0,22.0,125.0,1.2431200000000002,65,27.0,Low,3,75,1323.4
85160A,WHITE BIRD GARDEN DESIGN MUG,B,Z,BZ,14.56953642384106,1.1481818181818182,5317.880794701987,1522.0,5539.0,5641.0,7163.0,0.22963636363636364,341,81.6,Critical,382,22,1323.2
22051,BLUE SCANDINAVIAN PAISLEY WRAP,B,Y,BY,5.256622516556291,0.4193103448275862,1918.6672185430464,1513.0,73.0,110.0,1623.0,0.08386206896551725,724,41.7,Medium,14,116,1317.5
21289,LARGE STRIPES CHOCOLATE GIFT BAG,B,Z,BZ,2.077814569536424,1.1598333333333335,758.4023178807947,572.0,104.0,119.0,691.0,0.2319666666666667,720,46.5,Medium,11,60,1315.15
23034,DRAWER KNOB CERAMIC BLACK,B,Z,BZ,1.5480132450331126,1.4425,565.024834437086,443.0,69.0,80.0,523.0,0.2885,178,40.1,Medium,0,78,1314.95
21232,STRAWBERRY CERAMIC TRINKET POT,B,Z,BZ,1.7152317880794703,1.3380263157894736,626.0596026490067,484.0,65.0,77.0,561.0,0.26760526315789473,45,17.2,Low,0,75,1312.04
22285,HANGING HEN ON NEST DECORATION,B,Y,BY,1.314569536423841,1.65,479.817880794702,381.0,33.0,42.0,423.0,0.33,335,40.6,Medium,3,87,1310.1
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,B,Z,BZ,0.17549668874172186,12.703846153846154,64.05629139072848,50.0,18.0,19.0,69.0,2.540769230769231,448,50.2,Medium,26,39,1308.3
21051,RIBBONS PURSE ,B,Z,BZ,1.0976821192052981,2.0955208333333335,400.6539735099338,309.0,42.0,50.0,359.0,0.4191041666666667,735,46.7,Medium,1,93,1308.23
37441,ASSORTED WHITE EMBOSSED CHINA MUGS,B,Z,BZ,1.1158940397350994,2.0615384615384618,407.30132450331126,314.0,141.0,149.0,463.0,0.4123076923076924,242,78.9,Critical,494,39,1307.4
22982,PANTRY PASTRY BRUSH,B,Z,BZ,1.728476821192053,1.3150000000000002,630.8940397350993,490.0,33.0,45.0,535.0,0.26300000000000007,282,36.6,Medium,0,146,1307.05
